"","act","act_number","docTitle","index","scene","scene_number","speaker","speaker_stage","spoke","stage","title","type","year"
"204","Anden akt",2,"Barselsstuen Komedie",33,"Scene 2",2,"Barselskvinden",NA,"Javist, han er så glad at han ej ved hvad fod han vil stå på.",NA,"Barselsstuen",4,"(1724)"
"205","Anden akt",2,"Barselsstuen Komedie",34,"Scene 2",2,"1. dame",NA,"Hvor er nu den kære mand? Vi må have ham herind for at fiksere ham lidt.",NA,"Barselsstuen",4,"(1724)"
"206","Anden akt",2,"Barselsstuen Komedie",35,"Scene 2",2,"Barselskvinden",NA,"Han kommer vel straks igen. Han lovede mig at male kaffe, thi jeg har sagt til ham at han må varte os op i disse dage.",NA,"Barselsstuen",4,"(1724)"
"207","Anden akt",2,"Barselsstuen Komedie",36,"Scene 2",2,"2. dame",NA,"Det er min tro ikke mere end billigt. I skulle kuns se, madame, hvor geskæftig min mand er når jeg ligger i barselsseng. Han er allevegne selv, både i køkken og kælder, så at pigerne ønsker tit: “Gud give mutter var vel oppe igen, så blev vi fri for den køkkenskriver.”",NA,"Barselsstuen",4,"(1724)"
"208","Anden akt",2,"Barselsstuen Komedie",37,"Scene 2",2,"1. dame",NA,"Holdt der ikke en vogn for døren?",NA,"Barselsstuen",4,"(1724)"
"209","Anden akt",2,"Barselsstuen Komedie",38,"Scene 2",2,"2. dame",NA,"Jo, jeg må springe til vinduet at se hvem det er. Ej, hillemænd, søster, nu er det bedst at gå. Det er Anne Kandestøbers, den kone kan jeg ikke lide for min død.",NA,"Barselsstuen",4,"(1724)"
"210","Anden akt",2,"Barselsstuen Komedie",39,"Scene 2",2,"1. dame",NA,"Og jeg langt mindre.",NA,"Barselsstuen",4,"(1724)"
"211","Anden akt",2,"Barselsstuen Komedie",40,"Scene 2",2,"2. dame",NA,"Se, der er hun. Giv kuns agt på hvilken air hun gi’r sig.",NA,"Barselsstuen",4,"(1724)"
"212","Anden akt",2,"Barselsstuen Komedie",41,"Scene 2",2,"1. dame",NA,"Mener I at den ko har ikke også fået adrienne på sig?",NA,"Barselsstuen",4,"(1724)"
"213","Anden akt",2,"Barselsstuen Komedie",1,"Scene 3",3,NA,NA,NA,"Anne Kandestøbers, de 2 damer, barselskvinden","Barselsstuen",1,"(1724)"
"214","Anden akt",2,"Barselsstuen Komedie",2,"Scene 3",3,"Anne",NA,"Se her! Skal jeg have den lykke at finde Dem her?",NA,"Barselsstuen",4,"(1724)"
"215","Anden akt",2,"Barselsstuen Komedie",3,"Scene 3",3,"1. dame",NA,"Hvor godtfolk er, der kommer godtfolk efter. Jeg har så min tro ligesom kunnet kende på mig at jeg skulle have den fornøjelse at se Dem.",NA,"Barselsstuen",4,"(1724)"
"216","Anden akt",2,"Barselsstuen Komedie",4,"Scene 3",3,"Anne",NA,"Jeg takker skyldigst, madame, æren er min.",NA,"Barselsstuen",4,"(1724)"
"217","Anden akt",2,"Barselsstuen Komedie",5,"Scene 3",3,"2. madame",NA,"Jeg glæder mig i mit hjerte så tit jeg har den ære at se Dem.",NA,"Barselsstuen",4,"(1724)"
"218","Anden akt",2,"Barselsstuen Komedie",6,"Scene 3",3,"1. dame",NA,"Jeg min tro ligeså, thi just samme øjeblik sad jeg og madamen og talte om hende og sagde: “ Hvor mon den allerkæreste madame Anne Kandestøbers lever? Vi har ikke haft den ære at se hende så længe.”",NA,"Barselsstuen",4,"(1724)"
"219","Anden akt",2,"Barselsstuen Komedie",7,"Scene 3",3,"2. dame",NA,"Jeg kan óg forsikre at jeg elsker hende som hun var min kødelige søster. Men det er ulykken at vi ser hende så sjældent.",NA,"Barselsstuen",4,"(1724)"
"220","Anden akt",2,"Barselsstuen Komedie",8,"Scene 3",3,"Barselskvinden",NA,"Ak, I gode madamer, I komplimenterer hinanden så meget. Mener I det kuns af hjertet, så er det godt nok.",NA,"Barselsstuen",4,"(1724)"
"221","Anden akt",2,"Barselsstuen Komedie",9,"Scene 3",3,"1. dame",NA,"Jeg kan forsikre madamen at jeg aldrig er af de mennesker som siger andet end hvad de mener. Jeg er ganske ikke af de poliske koner, hvorfor jeg har også så mange uvenner. Min moster siger så tit til mig: “Du forstår dig ikke ret på verden, mit barn! Hvad dig ligger på hjerte, det skal frem, om det skulle ud af din side.”",NA,"Barselsstuen",4,"(1724)"
"222","Anden akt",2,"Barselsstuen Komedie",10,"Scene 3",3,"Barselskvinden",NA,"Lad os hellere drikke en skål kaffe, I gode madamer, det er nok så godt.",NA,"Barselsstuen",4,"(1724)"
"223","Anden akt",2,"Barselsstuen Komedie",11,"Scene 3",3,"1. madame",NA,"Jeg kan min tro ej tåle lugten deraf.",NA,"Barselsstuen",4,"(1724)"
"224","Anden akt",2,"Barselsstuen Komedie",12,"Scene 3",3,"Barselskvinden",NA,"Ej, det er min tro kuns indbildning.",NA,"Barselsstuen",4,"(1724)"
"225","Anden akt",2,"Barselsstuen Komedie",13,"Scene 3",3,"1. dame",NA,"Nej, det er min tro ingen indbildning, madame. Jeg har været så stor elsker af kaffe som nogen tilforn, men nu må jeg tage svøftet ind, thi så snart jeg drikker kuns en kop, skælver mit hele legeme.",NA,"Barselsstuen",4,"(1724)"
"226","Anden akt",2,"Barselsstuen Komedie",14,"Scene 3",3,"2. dame",NA,"Og jeg bliver så hjerteklemt som jeg havde gjort en ulykke.",NA,"Barselsstuen",4,"(1724)"
"227","Anden akt",2,"Barselsstuen Komedie",15,"Scene 3",3,"Barselskvinden",NA,"Jeg fandt óg forgangne år altid hjerteklemmelse så tit jeg drak kaffe, men i år befinder jeg mig meget vel derefter.",NA,"Barselsstuen",4,"(1724)"
"228","Anden akt",2,"Barselsstuen Komedie",16,"Scene 3",3,"1. dame",NA,"Men hvoraf mon det kunne komme?",NA,"Barselsstuen",4,"(1724)"
"229","Anden akt",2,"Barselsstuen Komedie",17,"Scene 3",3,"Barselskvinden",NA,"Jeg har mærket at det er kommet deraf: I fjor bildte en mig ind at kaffe var en gift for mig, hvorfor jeg af denne indbildning kunne få ondt af lugten; men siden da jeg spurgte en doktor, og han forsikrede at det var en lægedom for mig, har jeg aldrig følt nogen hjerteklemmelse derefter, men tværtimod befinder mig meget vel derefter.",NA,"Barselsstuen",4,"(1724)"
"230","Anden akt",2,"Barselsstuen Komedie",18,"Scene 3",3,"2. dame",NA,"Men hvorfor skulle da så mange folk få ondt deraf?",NA,"Barselsstuen",4,"(1724)"
"231","Anden akt",2,"Barselsstuen Komedie",19,"Scene 3",3,"Barselskvinden",NA,"Ved I ikke at indbildning er som en hidsig sygdom? Den kan på én dag stikke an en hel gade. Mon folk ikke havde rystelse og var hjerteklemt førend man vidste af kaffe at sige? Mon én ikke kan få cholica af en hændelse efter at han har ædt en skefuld byggrynsgrød? Vil man derfor straks sige at byggrynsgrød forårsager cholica?",NA,"Barselsstuen",4,"(1724)"
"232","Anden akt",2,"Barselsstuen Komedie",20,"Scene 3",3,"1. dame",NA,"Ja, ja, madame, hun skal engang sande mine ord. Vil hun kuns blive ved at drikke kaffe, så skal hun nok se at hun bliver ej gammel.",NA,"Barselsstuen",4,"(1724)"
"233","Anden akt",2,"Barselsstuen Komedie",21,"Scene 3",3,"Barselskvinden",NA,"Bliver jeg ikke gammel, så dør jeg, madame, og dør jeg, så kan jeg ikke sande hendes ord.",NA,"Barselsstuen",4,"(1724)"
"234","Anden akt",2,"Barselsstuen Komedie",22,"Scene 3",3,"1. dame",NA,"Ja, ja, en jeder mand sin lyst.",NA,"Barselsstuen",4,"(1724)"
"235","Anden akt",2,"Barselsstuen Komedie",23,"Scene 3",3,"Barselskvinden",NA,"Har I været i nogen anden barselsstue i dag, gode madam?",NA,"Barselsstuen",4,"(1724)"
"236","Anden akt",2,"Barselsstuen Komedie",24,"Scene 3",3,"1. dame",NA,"Ja, vi var til Jeremias Tobaksspinders.",NA,"Barselsstuen",4,"(1724)"
"237","Anden akt",2,"Barselsstuen Komedie",25,"Scene 3",3,"Barselskvinden",NA,"Hvem var der ellers?",NA,"Barselsstuen",4,"(1724)"
"238","Anden akt",2,"Barselsstuen Komedie",26,"Scene 3",3,"1. dame",NA,"Ha ha ha! Bed mig ikke fortælle det, thi jeg er færdig at sprække af latter når jeg tænker derpå. Min søster kan bedre beskrive de folk end jeg, thi hun kan bare sig for latter.",NA,"Barselsstuen",4,"(1724)"
"239","Anden akt",2,"Barselsstuen Komedie",27,"Scene 3",3,"2. dame",NA,"Kender madamen ikke Lucie Hans Jespersens?",NA,"Barselsstuen",4,"(1724)"
"240","Anden akt",2,"Barselsstuen Komedie",28,"Scene 3",3,"Barselskvinden",NA,"Nej.",NA,"Barselsstuen",4,"(1724)"
"241","Anden akt",2,"Barselsstuen Komedie",29,"Scene 3",3,"Anne Kandestøbers",NA,"Jo, jeg kender hende. Det er jo den som hvisker folk så meget intet i ørene.",NA,"Barselsstuen",4,"(1724)"
"242","Anden akt",2,"Barselsstuen Komedie",30,"Scene 3",3,"2. dame",NA,"Ja, det er en fandens hvisken med den kone. Hun kan ikke sige at det er godt vejr uden hun skal tage folk til side og hviske dem det i ørene. Den anden var Gertrud Jensdatter, hun talte om sine ligtorne fast en halv time.",NA,"Barselsstuen",4,"(1724)"
"243","Anden akt",2,"Barselsstuen Komedie",31,"Scene 3",3,"Barselskvinden",NA,"Ej, I gør óg for meget deraf.",NA,"Barselsstuen",4,"(1724)"
"244","Anden akt",2,"Barselsstuen Komedie",32,"Scene 3",3,"2. dame",NA,"Nej, madame, I skulle ikke tro hvor rig den pige er på ord. Det er en lyst at høre hende tale, besynderlig når hun vil fortælle noget på tysk.",NA,"Barselsstuen",4,"(1724)"
"245","Anden akt",2,"Barselsstuen Komedie",33,"Scene 3",3,"Anne Kandestøbers",NA,"Taler hun også tysk?",NA,"Barselsstuen",4,"(1724)"
"246","Anden akt",2,"Barselsstuen Komedie",34,"Scene 3",3,"2. dame",NA,"Hvorfor ikke det? Hun har jo gravsted i den tyske kirke. Hvad var det hun sagde, søster, da vi gik?",NA,"Barselsstuen",4,"(1724)"
"247","Anden akt",2,"Barselsstuen Komedie",35,"Scene 3",3,"1. dame",NA,"Hun sagde: “Wollet ihr så snart gåen?”",NA,"Barselsstuen",4,"(1724)"
"248","Anden akt",2,"Barselsstuen Komedie",36,"Scene 3",3,"Barselskvinden",NA,"I er min tro slemme. Var der ellers flere?",NA,"Barselsstuen",4,"(1724)"
"249","Anden akt",2,"Barselsstuen Komedie",37,"Scene 3",3,"2. dame",NA,"Ej, madame, spørg os ikke mere, ellers kommer jeg til at beskrive hende Marthe Mortensdatters adrienne, hvilket jeg ikke kan gøre i en time.",NA,"Barselsstuen",4,"(1724)"
"250","Anden akt",2,"Barselsstuen Komedie",38,"Scene 3",3,"1. dame",NA,"Ja, den pige klæder sig forbandet absurd.",NA,"Barselsstuen",4,"(1724)"
"251","Anden akt",2,"Barselsstuen Komedie",39,"Scene 3",3,"2. dame",NA,"Gav I også agt på hendes adraschanter?",NA,"Barselsstuen",4,"(1724)"
"252","Anden akt",2,"Barselsstuen Komedie",40,"Scene 3",3,"1. dame",NA,"Javist, men hvad syntes jer om hendes smække?",NA,"Barselsstuen",4,"(1724)"
"253","Anden akt",2,"Barselsstuen Komedie",41,"Scene 3",3,"2. dame",NA,"Vist, det var en original af en smække.",NA,"Barselsstuen",4,"(1724)"
"254","Anden akt",2,"Barselsstuen Komedie",42,"Scene 3",3,"Barselskvinden",NA,"Men har hun ikke en søster?",NA,"Barselsstuen",4,"(1724)"
"255","Anden akt",2,"Barselsstuen Komedie",43,"Scene 3",3,"2. dame",NA,"Jo, det er hun som vrikker så med rumpen. Det er i sandhed en nydelig pige, hun er så pæn at hun taler igennem tænderne. Hun kan ikke tale om sit tørklæde eller skørt uden hun siger: “ med permission” eller “ salva fenia, mit tørklæde.” De havde også deres faster med sig.",NA,"Barselsstuen",4,"(1724)"
"256","Anden akt",2,"Barselsstuen Komedie",44,"Scene 3",3,"Barselskvinden",NA,"Hvorledes er den kone?",NA,"Barselsstuen",4,"(1724)"
"257","Anden akt",2,"Barselsstuen Komedie",45,"Scene 3",3,"2. dame",NA,"Det er en skikkelig kone som aldrig taler ondt om noget menneske; thi hun kan ikke komme til at tale formedelst hendes tænder, som hun idelig må sidde og suge på.",NA,"Barselsstuen",4,"(1724)"
"258","Anden akt",2,"Barselsstuen Komedie",46,"Scene 3",3,"Barselskvinden",NA,"I er meget slemme, I gode madamer. Jeg vil ikke spørge Dem om flere; men fortæl mig om barselsstadsen selv, det vil jeg hellere høre.",NA,"Barselsstuen",4,"(1724)"
"259","Anden akt",2,"Barselsstuen Komedie",47,"Scene 3",3,"1. dame",NA,"Nej, vi må hen et andet steds.",NA,"Barselsstuen",4,"(1724)"
"260","Anden akt",2,"Barselsstuen Komedie",1,"Scene 4",4,NA,NA,NA,"Anne Kandestøbers, barselskvinden","Barselsstuen",1,"(1724)"
"261","Anden akt",2,"Barselsstuen Komedie",2,"Scene 4",4,"Anne",NA,"Det var mig ret kært at de ville ikke bie; thi jeg kan ej komme til rette med slige falske folk.",NA,"Barselsstuen",4,"(1724)"
"262","Anden akt",2,"Barselsstuen Komedie",3,"Scene 4",4,"Barselskvinden",NA,"Jeg sætter aldrig ondt imellem folk, madame, og taler fra én til anden; men jeg kan forsikre at de talte begge så meget ondt om hende førend hun kom, at det gik mig til hjerte.",NA,"Barselsstuen",4,"(1724)"
"263","Anden akt",2,"Barselsstuen Komedie",4,"Scene 4",4,"Anne",NA,"Jeg gi’r dem fanden. Jeg ved nok ellers hvad de og andre onde mennesker siger, men de gør mig stor uret, madame, thi én kan meget vel være rød i ansigtet uden at man drikker.",NA,"Barselsstuen",4,"(1724)"
"264","Anden akt",2,"Barselsstuen Komedie",5,"Scene 4",4,"Barselskvinden",NA,"Ja, hvad vil det óg sige? Om I nu drak, hvad kommer det dem ved? Det er jo ikke deres penge.",NA,"Barselsstuen",4,"(1724)"
"265","Anden akt",2,"Barselsstuen Komedie",6,"Scene 4",4,"Anne",NA,"Det er sandt nok, jeg gad ikke tale mere derom, madame. Hvordan er hun fornøjet med sin amme?",NA,"Barselsstuen",4,"(1724)"
"266","Anden akt",2,"Barselsstuen Komedie",7,"Scene 4",4,"Barselskvinden",NA,"Jo, så vidt. Hun har mælk nok i brysterne.",NA,"Barselsstuen",4,"(1724)"
"267","Anden akt",2,"Barselsstuen Komedie",8,"Scene 4",4,"Anne",NA,"Det er ikke en liden post det, madame, om hun ellers er skikkelig, thi det er så rart at få gode ammer.",NA,"Barselsstuen",4,"(1724)"
"268","Anden akt",2,"Barselsstuen Komedie",9,"Scene 4",4,"Barselskvinden",NA,"Hun har ret deri, madame. Min søster har fået en der drikker som en so. Man kan endelig ikke overbevise hende det såsom hun må gøre det hemmeligt; men den blussende røde kulør som hun har i ansigtet, vidner alt for meget derom.",NA,"Barselsstuen",4,"(1724)"
"269","Anden akt",2,"Barselsstuen Komedie",10,"Scene 4",4,"Anne",NA,"Tak skal hun have for den chose, madame! Den var min tro god nok.",NA,"Barselsstuen",4,"(1724)"
"270","Anden akt",2,"Barselsstuen Komedie",11,"Scene 4",4,"Barselskvinden",NA,"Og jeg kan sværge madamen til at jeg ikke sagde det af nogen ondskab; men hun ved selv, når man ser at et fruentimmer blusser i ansigtet, siger man straks at hun ta’r en tår. Men der har vi fremmede igen.",NA,"Barselsstuen",4,"(1724)"
"271","Anden akt",2,"Barselsstuen Komedie",1,"Scene 5",5,NA,NA,NA,"Ingeborg Blytækkers, Anne Kandestøbers, barselskvinden","Barselsstuen",1,"(1724)"
"272","Anden akt",2,"Barselsstuen Komedie",2,"Scene 5",5,"Ingeborg",NA,"Madame, jeg gratulerer.",NA,"Barselsstuen",4,"(1724)"
"273","Anden akt",2,"Barselsstuen Komedie",3,"Scene 5",5,"Barselskvinden",NA,"Største tak, madame.",NA,"Barselsstuen",4,"(1724)"
"274","Anden akt",2,"Barselsstuen Komedie",4,"Scene 5",5,"Ingeborg",NA,"Hvorledes er det med hendes helbred? Hun ser hjertelig ilde ud. Gud bevare os, hvor har den barselsseng taget på hende! Jeg kan sværge at hvis jeg ikke havde vidst at det var madamen, jeg da ikke kunne have kendt hende igen.",NA,"Barselsstuen",4,"(1724)"
"275","Anden akt",2,"Barselsstuen Komedie",5,"Scene 5",5,"Barselskvinden",NA,"Min kære madame, det er ikke min skyld.",NA,"Barselsstuen",4,"(1724)"
"276","Anden akt",2,"Barselsstuen Komedie",6,"Scene 5",5,"Ingeborg",NA,"Det er sandt nok, madame, hun kan intet dertil; men jeg kondolerer hendes tilstand, såsom jeg er hendes ven af hjertet.",NA,"Barselsstuen",4,"(1724)"
"277","Anden akt",2,"Barselsstuen Komedie",7,"Scene 5",5,"Barselskvinden",NA,"Jeg ville da ønske, madame, at, for at lade se venskabstegn imod hende igen, jeg kunne også med det første kondolere hende.",NA,"Barselsstuen",4,"(1724)"
"278","Anden akt",2,"Barselsstuen Komedie",8,"Scene 5",5,"Ingeborg",NA,"Jeg siger tak for hendes godhed. Ak, ak, madame, hun må tage sig selv i agt, thi hendes øjesyn står mig ilde an. Hun kommer mig for ligesom min søster der døde forgangne år.",NA,"Barselsstuen",4,"(1724)"
"279","Anden akt",2,"Barselsstuen Komedie",9,"Scene 5",5,"Barselskvinden",NA,"Jeg kan forsikre hende, madame, at om hun vil blive ved en time at tale sådan, jeg visselig vil følge hendes søster efter; thi den godhed hun bær’ for mig, inkommoderer mig mere end barselsnøden selv.",NA,"Barselsstuen",4,"(1724)"
"280","Anden akt",2,"Barselsstuen Komedie",10,"Scene 5",5,"Ingeborg",NA,"Det skulle gøre mig ondt, madame, om min tale inkommoderede hende; men jeg vil kræve den gode kone til vidne som her sidder, om det ikke er som jeg siger. Er det ikke vist, min gode Anne Kandestøbers, at madamen ser så ilde ud?",NA,"Barselsstuen",4,"(1724)"
"281","Anden akt",2,"Barselsstuen Komedie",11,"Scene 5",5,"Anne",NA,"Jo, det er, Ingeborg Blytækkers.",NA,"Barselsstuen",4,"(1724)"
"282","Anden akt",2,"Barselsstuen Komedie",12,"Scene 5",5,"Ingeborg",NA,"Jeg tror min tro hun blev vred fordi jeg ikke kaldte hende madame.",NA,"Barselsstuen",4,"(1724)"
"283","Anden akt",2,"Barselsstuen Komedie",13,"Scene 5",5,"Anne",NA,"Nej, jeg gjorde ikke, men jeg bilder mig ind at være lige så vel madame som hun, ja trods så god; thi der er dog nogen forskel på en kandestøber og en lumpen blytækker når man vil tale sandhed, ligesom imellem tin og bly.",NA,"Barselsstuen",4,"(1724)"
"284","Anden akt",2,"Barselsstuen Komedie",14,"Scene 5",5,"Ingeborg",NA,"Man kan få ondt af sådan snak! I er vel undskyldt at kalde min mand en lumpen blytækker. Mener I at en blytækker er ikke i alle måder så god som en lumpen kandestøber?",NA,"Barselsstuen",4,"(1724)"
"285","Anden akt",2,"Barselsstuen Komedie",15,"Scene 5",5,"Anne",NA,"Hvad siger din kanalje?",NA,"Barselsstuen",4,"(1724)"
"286","Anden akt",2,"Barselsstuen Komedie",16,"Scene 5",5,"Ingeborg",NA,"Du er selv en kanalje! Jeg er i alle måder så god som du og trods, trods!",NA,"Barselsstuen",4,"(1724)"
"287","Anden akt",2,"Barselsstuen Komedie",17,"Scene 5",5,NA,NA,NA,"(Anne Kandestøbers giver hende en ørefigen, hun får en igen, de slås og river huen af hinanden)","Barselsstuen",1,"(1724)"
"288","Anden akt",2,"Barselsstuen Komedie",18,"Scene 5",5,"Barselskvinden",NA,"Ak, ak, jeg arme menneske, som skal plages med disse folk! Hør, hvem er i køkkenet? Kom ind!",NA,"Barselsstuen",4,"(1724)"
"289","Anden akt",2,"Barselsstuen Komedie",19,"Scene 5",5,NA,NA,NA,"(De sætter deres huer på og går ud)","Barselsstuen",1,"(1724)"
"290","Anden akt",2,"Barselsstuen Komedie",1,"Scene 6",6,NA,NA,NA,"Arianke Bogtrykkers, barselskvinden","Barselsstuen",1,"(1724)"
"291","Anden akt",2,"Barselsstuen Komedie",2,"Scene 6",6,"Arianke",NA,"Jeg ønsker til lykke med hendes unge datter.",NA,"Barselsstuen",4,"(1724)"
"292","Anden akt",2,"Barselsstuen Komedie",3,"Scene 6",6,"Barselskvinden",NA,"Jeg takker, madam Arianke Bogtrykkers.",NA,"Barselsstuen",4,"(1724)"
"293","Anden akt",2,"Barselsstuen Komedie",4,"Scene 6",6,"Arianke",NA,"Hvorledes befinder madamen sig?",NA,"Barselsstuen",4,"(1724)"
"294","Anden akt",2,"Barselsstuen Komedie",5,"Scene 6",6,"Barselskvinden",NA,"Jeg er så skrækkeligt afmægtig.",NA,"Barselsstuen",4,"(1724)"
"295","Anden akt",2,"Barselsstuen Komedie",6,"Scene 6",6,"Arianke",NA,"Det kan ikke andet være, madame, den første edition er altid den værste.",NA,"Barselsstuen",4,"(1724)"
"296","Anden akt",2,"Barselsstuen Komedie",7,"Scene 6",6,"Barselskvinden",NA,"Hvad vil det sige, den første edition?",NA,"Barselsstuen",4,"(1724)"
"297","Anden akt",2,"Barselsstuen Komedie",8,"Scene 6",6,"Arianke",NA,"Vi siger så om bøger, thi når en bli’r første gang oplagt, kaldes det den første edition. Jeg vil derfor sige at madamen er ikke vant til at ligge så ofte i barselsseng som jeg, derfor er det hende mere besværligt.",NA,"Barselsstuen",4,"(1724)"
"298","Anden akt",2,"Barselsstuen Komedie",9,"Scene 6",6,"Barselskvinden",NA,"Hvor ofte har da madamen været befordret til trykken?",NA,"Barselsstuen",4,"(1724)"
"299","Anden akt",2,"Barselsstuen Komedie",10,"Scene 6",6,"Arianke",NA,"Ha ha ha! Det var artigt nok, jeg hør’ hun bliver i lignelsen. Jeg skal ellers hilse fra min kæreste, han bad madamen ikke ville forsmå denne bog som han nylig har ladet oplægge.",NA,"Barselsstuen",4,"(1724)"
"300","Anden akt",2,"Barselsstuen Komedie",11,"Scene 6",6,"Barselskvinden",NA,"I må vinde penge som græs på jeres bøger.",NA,"Barselsstuen",4,"(1724)"
"301","Anden akt",2,"Barselsstuen Komedie",12,"Scene 6",6,"Arianke",NA,"Forlad mig, madame, slige bøger taber vi på og må oprette vor skade på viser og eventyr igen; thi når vi kan sælge 4000 viser, kan vi ikke sælge 200 slige gode bøger.",NA,"Barselsstuen",4,"(1724)"
"302","Anden akt",2,"Barselsstuen Komedie",13,"Scene 6",6,"Barselskvinden",NA,"Her er jo et stort land, jeg ved at I skikker dem overalt ud i provinserne.",NA,"Barselsstuen",4,"(1724)"
"303","Anden akt",2,"Barselsstuen Komedie",14,"Scene 6",6,"Arianke",NA,"Ja, vi gør, madame, men vi får dem undertiden alle tilbage igen.",NA,"Barselsstuen",4,"(1724)"
"304","Anden akt",2,"Barselsstuen Komedie",15,"Scene 6",6,"Barselskvinden",NA,"Ej, snak, det kan jeg ikke begribe.",NA,"Barselsstuen",4,"(1724)"
"305","Anden akt",2,"Barselsstuen Komedie",16,"Scene 6",6,"Arianke",NA,"Vi får vel at begribe det som har forsøgt det i 24 år. Vi skikkede forgangen år 2 bøger lige så gode som denne til Jylland, det ene eksemplar blev solgt, men det andet måtte vi nøde bort for den halve pris.",NA,"Barselsstuen",4,"(1724)"
"306","Anden akt",2,"Barselsstuen Komedie",17,"Scene 6",6,"Barselskvinden",NA,"Ej, det er underligt! Jeg hører jo alle mennesker klager over mangel på gode danske bøger.",NA,"Barselsstuen",4,"(1724)"
"307","Anden akt",2,"Barselsstuen Komedie",18,"Scene 6",6,"Arianke",NA,"Det kan man ikke agte, vor nation klager altid. Vi må forstå det bedre som har forsøgt det mange år. Jeg kan sværge madame at dersom vi ikke ville lægge op uden gode danske bøger, så måtte vi spille bankerot inden 3 år gik til ende. De eneste bøger som vi har profit på, er de som vore svende skriver selv. Vor dreng Lars satte forleden et himmelbrev over på dansk, hvoraf vi solgte over 4000 eksemplarer.",NA,"Barselsstuen",4,"(1724)"
"308","Anden akt",2,"Barselsstuen Komedie",19,"Scene 6",6,"Barselskvinden",NA,"På den måde skulle I aldrig lægge andre skrifter op end de som svendene gør.",NA,"Barselsstuen",4,"(1724)"
"309","Anden akt",2,"Barselsstuen Komedie",20,"Scene 6",6,"Arianke",NA,"Jeg skal sige madamen, min mand er noget curiøsk. Han gør mange ting mere for at tjene publikum end for profit.",NA,"Barselsstuen",4,"(1724)"
"310","Anden akt",2,"Barselsstuen Komedie",21,"Scene 6",6,"Barselskvinden",NA,"For at tjene notarius publicus?",NA,"Barselsstuen",4,"(1724)"
"311","Anden akt",2,"Barselsstuen Komedie",22,"Scene 6",6,"Arianke",NA,"Nej, vi kalder publikum det gemene bedste.",NA,"Barselsstuen",4,"(1724)"
"312","Anden akt",2,"Barselsstuen Komedie",23,"Scene 6",6,"Barselskvinden",NA,"Min mand er meget for læsning og køber dagligt bøger. I går købte han doktor Arendt Hvitfeldts krønike.",NA,"Barselsstuen",4,"(1724)"
"313","Anden akt",2,"Barselsstuen Komedie",24,"Scene 6",6,"Arianke",NA,"Hvilken edition var det?",NA,"Barselsstuen",4,"(1724)"
"314","Anden akt",2,"Barselsstuen Komedie",25,"Scene 6",6,"Barselskvinden",NA,"Det var den danske edition.",NA,"Barselsstuen",4,"(1724)"
"315","Anden akt",2,"Barselsstuen Komedie",26,"Scene 6",6,"Arianke",NA,"Er det den som er i quarto eller folio?",NA,"Barselsstuen",4,"(1724)"
"316","Anden akt",2,"Barselsstuen Komedie",27,"Scene 6",6,"Barselskvinden",NA,"Det er det oplag som er i hvidt bind.",NA,"Barselsstuen",4,"(1724)"
"317","Anden akt",2,"Barselsstuen Komedie",28,"Scene 6",6,"Arianke",NA,"Man binder en bog ind i 10 slags bind, om man vil. Det er ikke det som jeg spør’ om. Ved hun ikke hvad en bog in folio er?",NA,"Barselsstuen",4,"(1724)"
"318","Anden akt",2,"Barselsstuen Komedie",29,"Scene 6",6,"Barselskvinden",NA,"Jeg har ej hørt tale uden om en nar in folio.",NA,"Barselsstuen",4,"(1724)"
"319","Anden akt",2,"Barselsstuen Komedie",30,"Scene 6",6,"Arianke",NA,"Ha ha ha! Jeg hører nok at madamen forstår sig ikke på bøger. En bog in folio er den som er så stor som en bibel. En bog in quarto er mindre. En bog in octavo endnu mindre, en duodes endnu mindre og endelig en sedes, som er allermindst.",NA,"Barselsstuen",4,"(1724)"
"320","Anden akt",2,"Barselsstuen Komedie",31,"Scene 6",6,"Barselskvinden",NA,"Så er den bog i folio da, thi den er så stor som en bibel.",NA,"Barselsstuen",4,"(1724)"
"321","Anden akt",2,"Barselsstuen Komedie",32,"Scene 6",6,"Arianke",NA,"Den edition er ikke vand værd, madame! Hvorfor spør’ I ikke min mand til råds førend I køber bøger? Den i quarto er en gang så god.",NA,"Barselsstuen",4,"(1724)"
"322","Anden akt",2,"Barselsstuen Komedie",33,"Scene 6",6,"Barselskvinden",NA,"Det kan nok være, men det er bogbinderens skyld, thi den er ellers ganske ny.",NA,"Barselsstuen",4,"(1724)"
"323","Anden akt",2,"Barselsstuen Komedie",34,"Scene 6",6,"Arianke",NA,"Ha ha ha!",NA,"Barselsstuen",4,"(1724)"
"324","Anden akt",2,"Barselsstuen Komedie",35,"Scene 6",6,"Barselskvinden",NA,"Hvoraf ler hun, madame? Jeg taler måske ikke ret, men hvad ved jeg af de sager? Jeg takker ellers for det jeg lærte, nemlig hvad en bog in folio er. Men lad os tale om andet. Mødte I ikke tvende koner i døren?",NA,"Barselsstuen",4,"(1724)"
"325","Anden akt",2,"Barselsstuen Komedie",36,"Scene 6",6,"Arianke",NA,"Jo, jeg gjorde.",NA,"Barselsstuen",4,"(1724)"
"326","Anden akt",2,"Barselsstuen Komedie",37,"Scene 6",6,"Barselskvinden",NA,"De kom her i klammeri sammen. Den ene var Ingeborg Blytækkers, den anden Anne Kandestøbers.",NA,"Barselsstuen",4,"(1724)"
